date,page_title,event_label,file_name,page,total_events
2024-01-04,RUJA IGNATOVA — FBI,file_download,/wanted/topten/ruja-ignatova/@@download.pdf,www.fbi.gov/wanted/topten/ruja-ignatova,1105
2024-01-04,OMAR ALEXANDER CARDENAS — FBI,file_download,/wanted/topten/omar-alexander-cardenas/@@download.pdf,www.fbi.gov/wanted/topten/omar-alexander-cardenas,1094
2024-01-04,VITEL'HOMME INNOCENT — FBI,file_download,/wanted/topten/vitelhomme-innocent/@@download.pdf,www.fbi.gov/wanted/topten/vitelhomme-innocent,877
2024-01-04,DONALD EUGENE FIELDS II — FBI,file_download,/wanted/topten/donald-eugene-fields-ii/@@download.pdf,www.fbi.gov/wanted/topten/donald-eugene-fields-ii,822
2024-01-04,YULAN ADONAY ARCHAGA CARIAS — FBI,file_download,/wanted/topten/yulan-adonay-archaga-carias/@@download.pdf,www.fbi.gov/wanted/topten/yulan-adonay-archaga-carias,818
2024-01-04,BHADRESHKUMAR CHETANBHAI PATEL — FBI,file_download,/wanted/topten/bhadreshkumar-chetanbhai-patel/@@download.pdf,www.fbi.gov/wanted/topten/bhadreshkumar-chetanbhai-patel,741
2024-01-04,ALEJANDRO ROSALES CASTILLO — FBI,file_download,/wanted/topten/alejandro-castillo/@@download.pdf,www.fbi.gov/wanted/topten/alejandro-castillo,724
2024-01-04,ALEXIS FLORES — FBI,file_download,/wanted/topten/alexis-flores/@@download.pdf,www.fbi.gov/wanted/topten/alexis-flores,600
2024-01-04,ARNOLDO JIMENEZ — FBI,file_download,/wanted/topten/arnoldo-jimenez/@@download.pdf,www.fbi.gov/wanted/topten/arnoldo-jimenez,502
2024-01-04,WILVER VILLEGAS-PALOMINO — FBI,file_download,/wanted/topten/wilver-villegas-palomino/@@download.pdf,www.fbi.gov/wanted/topten/wilver-villegas-palomino,404
2024-01-04,"PIPE BOMBS IN WASHINGTON, D.C. — FBI",file_download,/wanted/seeking-info/suspected-pipe-bombs-in-washington-dc/pipe-bomb-update-jan2023.pdf,www.fbi.gov/wanted/seeking-info/suspected-pipe-bombs-in-washington-dc,327
2024-01-04,Drug Scheduling,file_download,/schedules/orangebook/c_cs_alpha.pdf,www.dea.gov/drug-information/drug-scheduling,263
2024-01-04,Mid-Level Practitioners Authorization by State,file_download,/drugreg/practioners/mlp_by_state.pdf,www.deadiversion.usdoj.gov/drugreg/practioners/index.html,192
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2015/07/24/eoir33icen_miami_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,190
2024-01-04,Automated Case Information,file_download,/fglop_flyer_en.pdf,acis.eoir.justice.gov/en/,175
2024-01-04,Controlled Substance Schedules,file_download,/schedules/orangebook/c_cs_alpha.pdf,www.deadiversion.usdoj.gov/schedules/,166
2024-01-04,"Southern District of New York | Jeffrey Epstein Charged In Manhattan Federal Court With Sex Trafficking Of Minors | United States Department of Justice",file_download,/d9/press-releases/attachments/2019/07/09/u.s._v._jeffrey_epstein_indictment_redacted_0.pdf,www.justice.gov/usao-sdny/pr/jeffrey-epstein-charged-manhattan-federal-court-sex-trafficking-minors,151
2024-01-04,"District of New Jersey | Chief Executive Officer Charged in $35 Million Fraud to Sell Prohibited Security Cameras and Equipment to Law Enforcment | United States Department of Justice",file_download,/d9/2024-01/zakhary.complaint.pdf,www.justice.gov/usao-nj/pr/chief-executive-officer-charged-35-million-fraud-sell-prohibited-security-cameras-and,137
2024-01-04,Información automatizada de casos,file_download,/fglop_flyer_es.pdf,acis.eoir.justice.gov/es/,136
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2015/07/24/eoir33icen_orlando_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,135
2024-01-04,"ADA Standards for Accessible Design | ADA.gov",file_download,/assets/pdfs/2010-design-standards.pdf,www.ada.gov/law-and-regs/design-standards/,125
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2015/07/24/eoir33icen_san_francisco_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,123
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2015/07/24/eoir33icen_denver_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,109
2024-01-04,BEHZAD MOHAMMADZADEH — FBI,file_download,/wanted/cyber/behzad-mohammadzadeh/@@download.pdf,www.fbi.gov/wanted/cyber/behzad-mohammadzadeh,102
2024-01-04,JOANNE DEBORAH CHESIMARD — FBI,file_download,/wanted/wanted_terrorists/joanne-deborah-chesimard/@@download.pdf,www.fbi.gov/wanted/wanted_terrorists/joanne-deborah-chesimard,96
2024-01-04,"National Law Enforcement Telecommunications Systems - ORI (Originating Agency Identifier) Directory | Office of Justice Programs",file_download,/pdffiles1/digitization/75873ncjrs.pdf,www.ojp.gov/ncjrs/virtual-library/abstracts/national-law-enforcement-telecommunications-systems-ori-originating,90
2024-01-04,KARLIE LAIN GUSÉ — FBI,file_download,/wanted/kidnap/karlie-lain-guse/@@download.pdf,www.fbi.gov/wanted/kidnap/karlie-lain-guse,89
2024-01-04,VITEL'HOMME INNOCENT — FBI,file_download,/wanted/topten/vitelhomme-innocent/vhinnocent2.jpg,www.fbi.gov/wanted/topten/vitelhomme-innocent,87
2024-01-04,"District of Columbia | Capitol Breach Cases | United States Department of Justice",file_download,/d9/2023-12/12.18_table%20of%20probation%20hd%20incarceration%20sentences.pdf,www.justice.gov/usao-dc/capitol-breach-cases,86
2024-01-04,SHELBIE LYNN DWYER — FBI,file_download,/wanted/kidnap/shelbie-lynn-dwyer/@@download.pdf,www.fbi.gov/wanted/kidnap/shelbie-lynn-dwyer,86
2024-01-04,"Department of Justice | FY 2023 Agency Financial Report",file_download,/d9/2023-11/fy_2023_doj_agency_financial_report.pdf,www.justice.gov/doj/fy-2023-agency-financial-report,82
2024-01-04,"Antitrust Division | 2023 Merger Guidelines | United States Department of Justice",file_download,/d9/2023-12/2023%20merger%20guidelines.pdf,www.justice.gov/atr/2023-merger-guidelines,81
2024-01-04,DONALD EUGENE FIELDS II — FBI,file_download,/wanted/topten/donald-eugene-fields-ii/fields3.jpg,www.fbi.gov/wanted/topten/donald-eugene-fields-ii,80
2024-01-04,YULAN ADONAY ARCHAGA CARIAS — FBI,file_download,/wanted/topten/yulan-adonay-archaga-carias/carias2.jpg,www.fbi.gov/wanted/topten/yulan-adonay-archaga-carias,79
2024-01-04,CATHERINE BARBARA DAVIDSON — FBI,file_download,/wanted/kidnap/catherine-barbara-davidson/@@download.pdf,www.fbi.gov/wanted/kidnap/catherine-barbara-davidson,78
2024-01-04,PRESTON POWELL — FBI,file_download,/wanted/cei/preston-powell/@@download.pdf,www.fbi.gov/wanted/cei/preston-powell,76
2024-01-04,RACHEL LOUISE COOKE — FBI,file_download,/wanted/kidnap/rachel-louise-cooke/@@download.pdf,www.fbi.gov/wanted/kidnap/rachel-louise-cooke,76
2024-01-04,RUJA IGNATOVA — FBI,file_download,/wanted/topten/ruja-ignatova/ignatova2.jpg,www.fbi.gov/wanted/topten/ruja-ignatova,73
2024-01-04,Fentanyl,file_download,/sites/default/files/2023-06/fentanyl%202022%20drug%20fact%20sheet-update.pdf,www.dea.gov/factsheets/fentanyl,72
2024-01-04,Identity History Summary Request (FD-1164) — FBI,file_download,/file-repository/fd-1164-identity-history-summary-request-110120.pdf,www.fbi.gov/file-repository/fd-1164-identity-history-summary-request-110120.pdf/view,72
2024-01-04,Credit Card Payment Form — FBI,file_download,/file-repository/idhsc-credit-card-payment-form.pdf,www.fbi.gov/file-repository/idhsc-credit-card-payment-form.pdf/view,71
2024-01-04,GERARDO BELTRAN — FBI,file_download,/wanted/cac/gerardo-beltran/@@download.pdf,www.fbi.gov/wanted/cac/gerardo-beltran,70
2024-01-04,WILVER VILLEGAS-PALOMINO — FBI,file_download,/wanted/topten/wilver-villegas-palomino/palomino2.jpg,www.fbi.gov/wanted/topten/wilver-villegas-palomino,69
2024-01-04,Controlled Substance Schedules,file_download,/schedules/orangebook/orangebook.pdf,www.deadiversion.usdoj.gov/schedules/,68
2024-01-04,"Southern District of New York | United States v. Jeffrey Epstein, 19 Cr. 490 (RMB)",file_download,/d9/pages/attachments/2019/07/15/u.s._v._jeffrey_epstein_indictment_redacted.pdf,www.justice.gov/usao-sdny/programs/victim-witness-services/united-states-v-jeffrey-epstein-19-cr-490-rmb,68
2024-01-04,"ADA Standards for Accessible Design | ADA.gov",file_download,/assets/pdfs/guidance-2010-standards.pdf,www.ada.gov/law-and-regs/design-standards/,67
2024-01-04,ALEXIS FLORES — FBI,file_download,/wanted/topten/alexis-flores/floresaged.jpg,www.fbi.gov/wanted/topten/alexis-flores,67
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2019/09/20/eoir33icen_los_north_street_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,67
2024-01-04,GERARD BOGUSLAW ZALEWSKI — FBI,file_download,/wanted/cac/gerard-boguslaw-zalewski/@@download.pdf,www.fbi.gov/wanted/cac/gerard-boguslaw-zalewski,67
2024-01-04,"Office of the Solicitor General | Gonzalez v. Trevino | United States Department of Justice",file_download,/d9/2024-01/22-1025npacunitedstates.pdf,www.justice.gov/osg/brief/gonzalez-v-trevino,67
2024-01-04,"Office of Privacy and Civil Liberties | Privacy Act of 1974",file_download,/content/pkg/uscode-2018-title5/pdf/uscode-2018-title5-parti-chap5-subchapii-sec552a.pdf,www.justice.gov/opcl/privacy-act-1974,65
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2015/07/24/eoir33icen_los_olive_street_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,64
2024-01-04,Información automatizada de casos,file_download,/fglop_flyer_es.pdf,acis.eoir.justice.gov/en/,62
2024-01-04,ALEJANDRO ROSALES CASTILLO — FBI,file_download,/wanted/topten/alejandro-castillo/castillo2.jpg,www.fbi.gov/wanted/topten/alejandro-castillo,58
2024-01-04,CATHERINE MARIE KERKOW — FBI,file_download,/wanted/dt/catherine-marie-kerkow/@@download.pdf,www.fbi.gov/wanted/dt/catherine-marie-kerkow,58
2024-01-04,"Office of the Solicitor General | Garland v. Cargill | United States Department of Justice",file_download,/d9/2024-01/22-976tsunitedstates.pdf,www.justice.gov/osg/brief/garland-v-cargill-0,58
2024-01-04,Update on the Prescription Stimulant Shortage,file_download,/sites/default/files/2023-11/quota-shortages%20letter.pdf,www.dea.gov/documents/2023/2023-11/2023-11-01/update-prescription-stimulant-shortage,58
2024-01-04,"Factoring Criteria for Firearms with Attached “Stabilizing Braces” | Bureau of Alcohol, Tobacco, Firearms and Explosives",file_download,/content/pkg/fr-2023-01-31/pdf/2023-01001.pdf,www.atf.gov/rules-and-regulations/factoring-criteria-firearms-attached-stabilizing-braces,57
2024-01-04,OMAR ALEXANDER CARDENAS — FBI,file_download,/wanted/topten/omar-alexander-cardenas/cardenaso2.jpg,www.fbi.gov/wanted/topten/omar-alexander-cardenas,57
2024-01-04,"Executive Office for Immigration Review | Recognition & Accreditation (R&A) Program",file_download,/d9/2023-11/eoir-31_oct2022.pdf,www.justice.gov/eoir/recognition-and-accreditation-program,56
2024-01-04,BHADRESHKUMAR CHETANBHAI PATEL — FBI,file_download,/wanted/topten/bhadreshkumar-chetanbhai-patel/patelhotel.jpg,www.fbi.gov/wanted/topten/bhadreshkumar-chetanbhai-patel,55
2024-01-04,IBRAHIM SALIH MOHAMMED AL-YACOUB — FBI,file_download,/wanted/wanted_terrorists/ibrahim-salih-mohammed-al-yacoub/@@download.pdf,www.fbi.gov/wanted/wanted_terrorists/ibrahim-salih-mohammed-al-yacoub,55
2024-01-04,AHLAM AHMAD AL-TAMIMI — FBI,file_download,/wanted/wanted_terrorists/ahlam-ahmad-al-tamimi/@@download.pdf,www.fbi.gov/wanted/wanted_terrorists/ahlam-ahmad-al-tamimi,54
2024-01-04,Información de caso automatizada,file_download,/fglop_flyer_en.pdf,acis.eoir.justice.gov/en/,54
2024-01-04,"PIPE BOMBS IN WASHINGTON, D.C. — FBI",file_download,/wanted/seeking-info/suspected-pipe-bombs-in-washington-dc/unsub-c-3-8-2021.jpg,www.fbi.gov/wanted/seeking-info/suspected-pipe-bombs-in-washington-dc,54
2024-01-04,The Controlled Substances Act,file_download,/schedules/orangebook/c_cs_alpha.pdf,www.dea.gov/drug-information/csa,54
2024-01-04,BHADRESHKUMAR CHETANBHAI PATEL — FBI,file_download,/wanted/topten/bhadreshkumar-chetanbhai-patel/patelwork1.jpg,www.fbi.gov/wanted/topten/bhadreshkumar-chetanbhai-patel,53
2024-01-04,"Office on Violence Against Women (OVW) | Open Solicitations",file_download,/d9/2023-12/ovw-fy24-jff.pdf,www.justice.gov/ovw/open-solicitations,53
2024-01-04,"U.S. Trustee Program | Bankruptcy Information Sheet | United States Department of Justice",file_download,/ust/eo/ust_org/bky-info/docs/bky-info_english.pdf,www.justice.gov/ust/bankruptcy-information-sheet-0,53
2024-01-04,BHADRESHKUMAR CHETANBHAI PATEL — FBI,file_download,/wanted/topten/bhadreshkumar-chetanbhai-patel/pateltable1a.jpg,www.fbi.gov/wanted/topten/bhadreshkumar-chetanbhai-patel,52
2024-01-04,"PIPE BOMBS IN WASHINGTON, D.C. — FBI",file_download,/wanted/seeking-info/suspected-pipe-bombs-in-washington-dc/glasses-august-2021.jpg,www.fbi.gov/wanted/seeking-info/suspected-pipe-bombs-in-washington-dc,52
2024-01-04,BOB TANG — FBI,file_download,/wanted/murders/bob-tang/@@download.pdf,www.fbi.gov/wanted/murders/bob-tang,51
2024-01-04,Osama bin Laden — FBI,file_download,/image-repository/usama-bin-laden_poster.jpg,www.fbi.gov/history/famous-cases/osama-bin-laden,51
2024-01-04,ALEXIS FLORES — FBI,file_download,/wanted/topten/alexis-flores/flores_aphoto3.jpg,www.fbi.gov/wanted/topten/alexis-flores,50
2024-01-04,"Laws, Regulations & Standards | ADA.gov",file_download,/assets/pdfs/title-ii-2010-regulations.pdf,www.ada.gov/law-and-regs/,50
2024-01-04,APOLLO CARREON QUIBOLOY — FBI,file_download,/wanted/human-trafficking/apollo-carreon-quiboloy/@@download.pdf,www.fbi.gov/wanted/human-trafficking/apollo-carreon-quiboloy,49
2024-01-04,"Southern District of New York | Founder And Former CEO Of Tingo Companies Charged With Securities Fraud | United States Department of Justice",file_download,/d9/2024-01/u.s._v._mmobuosi_indictment.pdf,www.justice.gov/usao-sdny/pr/founder-and-former-ceo-tingo-companies-charged-securities-fraud,49
2024-01-04,DONALD EUGENE FIELDS II — FBI,file_download,/wanted/topten/donald-eugene-fields-ii/fields5.jpg,www.fbi.gov/wanted/topten/donald-eugene-fields-ii,48
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2022/03/17/eoir33icen_santaana_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,48
2024-01-04,MADALINA COJOCARI — FBI,file_download,/wanted/kidnap/madalina-cojocari/@@download.pdf,www.fbi.gov/wanted/kidnap/madalina-cojocari,48
2024-01-04,"Executive Office for Immigration Review | Recognition & Accreditation (R&A) Program",file_download,/d9/2023-11/eoir-31a_oct2022.pdf,www.justice.gov/eoir/recognition-and-accreditation-program,47
2024-01-04,LINA SARDAR KHIL — FBI,file_download,/wanted/kidnap/lina-sardar-khil/@@download.pdf,www.fbi.gov/wanted/kidnap/lina-sardar-khil,47
2024-01-04,OMAR ALEXANDER CARDENAS — FBI,file_download,/wanted/topten/omar-alexander-cardenas/download.pdf,www.fbi.gov/wanted/topten/omar-alexander-cardenas,47
2024-01-04,"Claim Status Definitions | VCF",file_download,/sites/vcf/files/media/document/2020-11/claimstatusdefinitions.pdf,www.vcf.gov/resources/claim-status-definitions,46
2024-01-04,RUJA IGNATOVA — FBI,file_download,/wanted/topten/ruja-ignatova/download.pdf,www.fbi.gov/wanted/topten/ruja-ignatova,46
2024-01-04,ALEXIS FLORES — FBI,file_download,/wanted/topten/alexis-flores/flores_aphoto1.jpg,www.fbi.gov/wanted/topten/alexis-flores,45
2024-01-04,Controlled Substance Schedules,file_download,/schedules/orangebook/a_sched_alpha.pdf,www.deadiversion.usdoj.gov/schedules/,45
2024-01-04,"Internet Crime Complaint Center(IC3) | Home Page",file_download,/media/pdf/annualreport/2022_ic3report.pdf,www.ic3.gov/,45
2024-01-04,DIEGO ALFONSO DE LEON MEJIA — FBI,file_download,/wanted/murders/diego-alfonso-de-leon-mejia/@@download.pdf,www.fbi.gov/wanted/murders/diego-alfonso-de-leon-mejia,44
2024-01-04,"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,/d9/pages/attachments/2015/07/24/eoir33icen_phoenix_02082022.pdf,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,44
2024-01-04,Medication Assisted Treatment,file_download,/pubs/docs/mate_training_letter_final.pdf,www.deadiversion.usdoj.gov/pubs/docs/MATE_training.html,43
2024-01-04,ABDUL RAHMAN YASIN — FBI,file_download,/wanted/wanted_terrorists/abdul-rahman-yasin/@@download.pdf,www.fbi.gov/wanted/wanted_terrorists/abdul-rahman-yasin,42
2024-01-04,"National Crime Information Center (NCIC) Code Manual - Second Edition | Office of Justice Programs",file_download,/pdffiles1/digitization/91595ncjrs.pdf,www.ojp.gov/ncjrs/virtual-library/abstracts/national-crime-information-center-ncic-code-manual-second-edition,42
2024-01-04,CARIS E. AYALA — FBI,file_download,/wanted/murders/caris-e.-ayala/@@download.pdf,www.fbi.gov/wanted/murders/caris-e.-ayala,41
2024-01-04,"Office on Violence Against Women (OVW) | Open Solicitations",file_download,/d9/2023-12/ovw-fy24-lav.pdf,www.justice.gov/ovw/open-solicitations,41
2024-01-04,UNKNOWN INDIVIDUAL - JANE DOE 36 — FBI,file_download,/wanted/ecap/unknown-individual---jane-doe-36/@@download.pdf,www.fbi.gov/wanted/ecap/unknown-individual---jane-doe-36,41
2024-01-04,Controlled Substance Schedules,file_download,/schedules/orangebook/f_chemlist_alpha.pdf,www.deadiversion.usdoj.gov/schedules/,40
2024-01-04,DONALD EUGENE FIELDS II — FBI,file_download,/wanted/topten/donald-eugene-fields-ii/fields4.jpg,www.fbi.gov/wanted/topten/donald-eugene-fields-ii,40
2024-01-04,HANEUL OH — FBI,file_download,/wanted/kidnap/haneul-oh/@@download.pdf,www.fbi.gov/wanted/kidnap/haneul-oh,40
2024-01-04,OMAR ALEXANDER CARDENAS — FBI,file_download,/wanted/topten/omar-alexander-cardenas/cardenaso2019.jpg,www.fbi.gov/wanted/topten/omar-alexander-cardenas,40