source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
google,Organic Search,1036244,2193689,743391,2.116961835243437,226.9837942146782,0.36291163085142109
(direct),Direct,853655,1678310,636493,1.9660284306892128,164.47452100437297,0.54967873438332815
bing,Organic Search,98893,288414,60874,2.9164248227882661,336.50252848396752,0.33222776131778792
yahoo,Organic Search,23238,62863,16719,2.7051811687752818,295.90970138523113,0.2930544797314743
duckduckgo,Organic Search,11240,23818,7890,2.1190391459074731,227.91810647259786,0.3683274021352313
(not set),Unassigned,8864,23297,8186,2.6282716606498195,281.91840726816338,0.99638989169675085
govdelivery,Email,2322,4092,1841,1.7622739018087856,128.17828964039623,0.70198105081826012
google,Paid Search,3273,3844,2346,1.1744576840818821,148.53168800152764,0.88359303391384048
hs_email,Email,1691,3751,1408,2.2182140745121228,135.90585811354228,0.63926670609107039
aol,Organic Search,427,1332,334,3.11943793911007,239.68525051990633,0.16393442622950818
ecosia.org,Organic Search,640,1240,404,1.9375,628.409131640625,0.4265625
AsianSEM,Display,807,929,460,1.1511771995043369,41.248680260223054,0.87360594795539037
U.S. Small Business Administration,Email,168,468,116,2.7857142857142856,230.74183930952381,0.56547619047619047
hs_automation,Email,146,369,104,2.5273972602739727,191.87615210273972,0.49315068493150682
youtube,Paid Video,203,246,109,1.2118226600985222,75.378799275862079,0.86206896551724133
govDelivery,Email,108,230,95,2.1296296296296298,118.84359410185186,0.67592592592592593
openmyfloridabusiness,Referral,61,163,43,2.6721311475409837,231.268793852459,0.45901639344262296
qwant.com,Organic Search,46,99,32,2.152173913043478,187.69369643478262,0.5
Acuity,Display,91,97,76,1.0659340659340659,5.52919123076923,0.92307692307692313
WhatCounts Publicaster Edition,Email,23,90,13,3.9130434782608696,551.20723908695652,0.43478260869565216