date,visits
2024-01-04,96765
2024-01-03,97777
2024-01-02,96740
2024-01-01,46481
2023-12-31,37968
2023-12-30,42556
2023-12-29,65626
2023-12-28,72633
2023-12-27,72937
2023-12-26,60606
2023-12-25,30269
2023-12-24,29318
2023-12-23,33956
2023-12-22,58891
2023-12-21,71352
2023-12-20,78961
2023-12-19,85659
2023-12-18,83312
2023-12-17,41267
2023-12-16,39366
2023-12-15,73314
2023-12-14,84768
2023-12-13,89393
2023-12-12,92622
2023-12-11,93104
2023-12-10,46803
2023-12-09,45323
2023-12-08,78645
2023-12-07,91586
2023-12-06,95941
2023-12-05,98334
2023-12-04,95974
2023-12-03,52933
2023-12-02,47232
2023-12-01,86143
2023-11-30,96328
2023-11-29,98703
2023-11-28,99911
2023-11-27,93723
2023-11-26,49928
2023-11-25,50086
2023-11-24,54453
2023-11-23,37641
2023-11-22,67687
2023-11-21,87626
2023-11-20,90027
2023-11-19,48255
2023-11-18,47734
2023-11-17,80962
2023-11-16,96388
2023-11-15,100349
2023-11-14,101759
2023-11-13,97580
2023-11-12,51585
2023-11-11,45502
2023-11-10,75186
2023-11-09,95333
2023-11-08,100635
2023-11-07,101511
2023-11-06,70166
2023-11-05,4240
2023-11-04,3793
2023-11-03,9824
2023-11-02,10613
2023-11-01,11105
2023-10-31,10842
2023-10-30,11288
2023-10-29,4004
2023-10-28,3295
2023-10-27,9485
2023-10-26,10437
2023-10-25,10748
2023-10-24,10567
2023-10-23,10000
2023-10-22,3801
2023-10-21,4140
2023-10-20,9690
2023-10-19,10157
2023-10-18,11065
2023-10-17,11496
2023-10-16,11064
2023-10-15,3945
2023-10-14,3646
2023-10-13,9434
2023-10-12,10313
2023-10-11,10583
2023-10-10,10846
2023-10-09,8382
2023-10-08,3442
2023-10-07,3364